PNR Number,Train Number,Date of Journey,Class of Travel,Quota,Source Station,Destination Station,Booking Date,Current Status,Number of Passengers,Age of Passengers,Booking Channel,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status
PNR0000000153,24839,01/02/25,2AC,Ladies,NJP,BBS,02/06/24,RAC,4,Child,IRCTC Website,464,4,37,Shatabdi,93,Senior Citizen,No,,Confirmed
PNR0000000154,40198,02/02/25,Sleeper,,CNB,ADI,03/06/24,Waitlisted,2,Adult,Counter,1637,3,34,Express,462,None,No,WL074,Not Confirmed
PNR0000000155,91343,03/02/25,Sleeper,Tatkal,BSB,MAS,04/06/24,Confirmed,1,Adult,Mobile App,803,4,14,Rajdhani,,Senior Citizen,Yes,,Confirmed
PNR0000000156,60181,04/02/25,3AC,Tatkal,HWH,KOAA,05/06/24,Waitlisted,4,Adult,Counter,925,14,18,Superfast,222,Senior Citizen,Yes,WL111,Not Confirmed
PNR0000000157,40701,05/02/25,2AC,Premium Tatkal,GKP,CNB,06/06/24,RAC,5,Senior Citizen,,625,3,27,Rajdhani,236,Senior Citizen,Yes,,Confirmed
PNR0000000158,10986,06/02/25,1AC,Tatkal,ASR,GKP,07/06/24,RAC,5,Senior Citizen,Mobile App,396,8,2,Rajdhani,432,Senior Citizen,No,,Confirmed
PNR0000000159,36868,07/02/25,2AC,Premium Tatkal,BSB,BCT,08/06/24,Waitlisted,5,Child,Mobile App,1951,5,30,Shatabdi,,None,Yes,WL048,Not Confirmed
PNR0000000160,12458,08/02/25,3AC,General,MMCT,LKO,09/06/24,RAC,5,Senior Citizen,,1568,5,39,Superfast,7,Senior Citizen,Yes,,Confirmed
PNR0000000161,82803,09/02/25,,Ladies,MAS,SBC,10/06/24,Waitlisted,1,Adult,Mobile App,263,7,9,Shatabdi,177,None,No,WL017,Not Confirmed
PNR0000000162,21671,10/02/25,3AC,Premium Tatkal,MAS,SC,11/06/24,RAC,5,Child,IRCTC Website,434,15,29,Express,171,Senior Citizen,Yes,,Confirmed
PNR0000000163,81736,11/02/25,1AC,General,BCT,CSMT,12/06/24,Waitlisted,1,Child,IRCTC Website,332,13,10,Shatabdi,100,Defense Quota,No,,Not Confirmed
PNR0000000164,38443,12/02/25,1AC,Ladies,ADI,LTT,13/06/24,Waitlisted,5,Senior Citizen,Counter,1386,6,4,Express,417,Senior Citizen,Yes,,Not Confirmed
PNR0000000165,69488,13/02/25,1AC,General,LKO,GKP,14/06/24,Confirmed,4,Child,Counter,1605,18,8,Superfast,305,Defense Quota,Yes,,Confirmed
PNR0000000166,87767,14/02/25,2AC,Premium Tatkal,HWH,JU,15/06/24,Confirmed,2,Senior Citizen,Counter,1755,16,25,Express,452,None,No,,Confirmed
PNR0000000167,96531,15/02/25,Sleeper,Tatkal,MMCT,PNBE,16/06/24,Confirmed,5,Senior Citizen,IRCTC Website,526,2,38,Superfast,88,None,Yes,,Confirmed
PNR0000000168,61988,16/02/25,1AC,Premium Tatkal,ASR,NJP,17/06/24,Confirmed,5,Adult,Counter,987,17,19,Rajdhani,158,Defense Quota,No,,Confirmed
PNR0000000169,41069,17/02/25,3AC,Tatkal,CSMT,GKP,18/06/24,RAC,4,Senior Citizen,IRCTC Website,1594,13,18,Shatabdi,371,Senior Citizen,No,,Confirmed
PNR0000000170,89960,18/02/25,3AC,Ladies,MAS,CNB,06-19-2024,Confirmed,1,Senior Citizen,IRCTC Website,693,19,39,Shatabdi,156,None,Yes,,Confirmed
PNR0000000171,48786,19/02/25,1AC,General,SBC,BSB,20/06/24,Confirmed,3,Adult,Counter,69,19,23,Superfast,214,Senior Citizen,Yes,,Confirmed
PNR0000000172,85749,20/02/25,,General,NDLS,ASR,21/06/24,Confirmed,4,Senior Citizen,Counter,1779,5,18,Shatabdi,191,None,No,,Confirmed
PNR0000000173,56039,21/02/25,2AC,Tatkal,PNBE,UMB,22/06/24,RAC,1,Child,,1383,13,17,Superfast,3,Senior Citizen,No,,Confirmed
PNR0000000174,49540,22/02/25,Sleeper,,ADI,GKP,23/06/24,RAC,1,Adult,Counter,1014,17,36,Superfast,,None,No,,Confirmed
PNR0000000175,12594,23/02/25,,General,BBS,NDLS,24/06/24,Waitlisted,4,Adult,Mobile App,1941,11,45,Superfast,82,Defense Quota,No,WL113,Not Confirmed
PNR0000000176,40610,24/02/25,Sleeper,Ladies,KOAA,LTT,25/06/24,RAC,2,Child,IRCTC Website,864,11,35,Rajdhani,471,None,No,,Confirmed
PNR0000000177,95555,25/02/25,,General,MMCT,MAS,26/06/24,Confirmed,4,Child,Counter,1518,11,36,Rajdhani,325,Defense Quota,No,,Confirmed
PNR0000000178,67414,26/02/25,,General,JP,JHS,27/06/24,RAC,4,Adult,IRCTC Website,326,9,3,Shatabdi,42,Defense Quota,No,,Confirmed
PNR0000000179,34730,27/02/25,3AC,General,SBC,JU,28/06/24,RAC,1,Child,IRCTC Website,1154,17,25,Superfast,1,Senior Citizen,No,,Confirmed
PNR0000000180,74401,28/02/25,,General,NDLS,GKP,29/06/24,RAC,4,Senior Citizen,Counter,1632,15,3,Rajdhani,255,Defense Quota,Yes,,Confirmed
PNR0000000181,42813,01/03/25,Sleeper,Tatkal,MAS,SC,30/06/24,Confirmed,1,Child,IRCTC Website,738,5,22,Rajdhani,14,None,Yes,,Confirmed
PNR0000000182,89927,02/03/25,1AC,Ladies,ADI,BBS,01/07/24,Waitlisted,5,Child,Counter,424,17,18,Superfast,173,Defense Quota,No,WL086,Not Confirmed
PNR0000000183,78322,03/03/25,1AC,Tatkal,MAS,KOAA,02/07/24,RAC,5,Senior Citizen,IRCTC Website,344,14,5,Express,164,Defense Quota,Yes,,Confirmed
PNR0000000184,41924,04/03/25,1AC,Ladies,SC,CNB,03/07/24,Waitlisted,5,Child,Mobile App,952,14,32,Shatabdi,87,Defense Quota,No,WL119,Not Confirmed
PNR0000000185,69814,05/03/25,1AC,,MAS,BSB,04/07/24,RAC,3,Child,Counter,740,8,32,Rajdhani,223,Defense Quota,No,,Confirmed
PNR0000000186,34705,03/06/25,3AC,Ladies,JHS,JP,05/07/24,Waitlisted,4,Child,IRCTC Website,764,6,9,Express,352,Defense Quota,No,,Not Confirmed
PNR0000000187,27961,07/03/25,,General,NJP,LKO,06/07/24,Confirmed,2,Child,IRCTC Website,252,6,18,Shatabdi,457,Senior Citizen,Yes,,Confirmed
PNR0000000188,87284,08/03/25,Sleeper,Tatkal,ASR,MAS,07/07/24,Confirmed,2,Adult,Counter,323,11,42,Superfast,,None,No,,Confirmed
PNR0000000189,49326,09/03/25,Sleeper,General,KOAA,HWH,08/07/24,Waitlisted,1,Senior Citizen,IRCTC Website,209,12,22,Express,75,Senior Citizen,Yes,WL019,Not Confirmed
PNR0000000190,42045,10/03/25,1AC,,BSB,BBS,09/07/24,Confirmed,5,Child,,1507,8,31,Shatabdi,380,Defense Quota,No,,Confirmed
PNR0000000191,13098,11/03/25,2AC,,ADI,HWH,10/07/24,Confirmed,4,Child,Mobile App,1045,16,18,Shatabdi,173,Senior Citizen,Yes,,Confirmed
PNR0000000192,45358,12/03/25,3AC,Ladies,MMCT,CNB,11/07/24,Confirmed,2,Adult,Counter,1308,7,42,Superfast,52,Defense Quota,No,,Confirmed
PNR0000000193,19934,13/03/25,1AC,,NDLS,LTT,12/07/24,RAC,2,Adult,Counter,1818,12,20,Superfast,,Defense Quota,No,,Confirmed
PNR0000000194,53156,14/03/25,3AC,General,LTT,KOAA,13/07/24,Waitlisted,2,Adult,Counter,639,12,21,Superfast,191,None,Yes,WL050,Not Confirmed
PNR0000000195,23031,15/03/25,3AC,Tatkal,BBS,SBC,14/07/24,RAC,3,Senior Citizen,Counter,1386,3,34,RajdhanK,156,Senior Citizen,Yes,,Confirmed
PNR0000000196,74430,16/03/25,1AC,Premium Tatkal,BBS,KOAA,15/07/24,RAC,1,Senior Citizen,Mobile App,52,4,3,Express,233,Senior Citizen,No,,Confirmed
PNR0000000197,56626,17/03/25,2AC,General,ASR,HWH,16/07/24,Confirmed,4,Adult,Counter,532,16,30,Superfast,,None,Yes,,Confirmed
PNR0000000198,18187,18/03/25,1AC,,PNBE,LKO,17/07/24,Waitlisted,3,Child,IRCTC Website,450,8,18,Shatabdi,166,Defense Quota,Yes,WL015,Not Confirmed
PNR0000000199,13679,19/03/25,,General,LTT,CSMT,18/07/24,Confirmed,5,Child,IRCTC Website,1942,4,45,Rajdhani,28,Defense Quota,No,,Confirmed
PNR0000000200,86348,20/03/25,1AC,Premium Tatkal,BSB,JHS,19/07/24,RAC,1,Child,Counter,192,13,14,Superfast,44,Senior Citizen,No,,Confirmed
PNR0000000201,37861,21/03/25,2AC,General,BSB,CNB,20/07/24,Confirmed,2,Adult,IRCTC Website,1492,19,7,Shatabdi,,Senior Citizen,No,,Confirmed
PNR0000000202,92512,22/03/25,3AC,General,MMCT,LTT,21/07/24,Confirmed,1,Child,Mobile App,1702,2,47,Superfast,373,Senior Citizen,No,,Confirmed
PNR0000000203,81865,23/03/25,Sleeper,Premium Tatkal,LTT,BBS,22/07/24,Waitlisted,2,Senior Citizen,Counter,276,15,34,Rajdhani,,None,No,WL060,Not Confirmed
PNR0000000204,26449,24/03/25,1AC,General,CSMT,LTT,23/07/24,Waitlisted,4,Child,IRCTC Website,931,10,19,Shatabdi,231,Defense Quota,Yes,WL066,Not Confirmed
PNR0000000205,72655,25/03/25,2AC,Ladies,GKP,BBS,24/07/24,RAC,3,Senior Citizen,Counter,1184,19,17,Express,56,Defense Quota,No,,Confirmed
PNR0000000206,84653,26/03/25,1AC,Ladies,CSMT,BBS,25/07/24,Waitlisted,1,Senior Citizen,,133,16,30,Rajdhani,7,None,No,WL060,Not Confirmed
PNR0000000207,84557,27/03/25,,Ladies,SC,BBS,26/07/24,Waitlisted,1,Adult,Counter,666,13,26,Rajdhani,191,Senior Citizen,No,WL028,Not Confirmed
PNR0000000208,43412,28/03/25,3AC,Ladies,BCT,LKO,27/07/24,Confirmed,4,Senior Citizen,Counter,1155,17,3,Shatabdi,111,None,Yes,,Confirmed
PNR0000000209,71821,29/03/25,,,BBS,SBC,28/07/24,Confirmed,1,Child,Counter,441,19,29,Rajdhani,170,Defense Quota,No,,Confirmed
PNR0000000210,30707,30/03/25,1AC,General,LTT,CNB,29/07/24,RAC,3,Child,Counter,268,3,17,Shatabdi,248,Senior Citizen,No,,Confirmed
PNR0000000211,81725,31/03/25,Sleeper,Ladies,ADI,ADI,30/07/24,RAC,1,Adult,IRCTC Website,799,10,30,Superfast,3,Defense Quota,No,,Confirmed
PNR0000000212,82740,01/04/25,1AC,Premium Tatkal,JHS,BSB,31/07/24,RAC,5,Child,Mobile App,767,2,44,Express,66,None,No,,Confirmed
PNR0000000213,33593,02/04/25,3AC,Tatkal,JU,GKP,01/08/24,Confirmed,4,Child,Mobile App,910,12,45,Shatabdi,247,None,No,,Confirmed
PNR0000000214,76829,04/03/25,,General,JP,LTT,02/08/24,RAC,4,Adult,Mobile App,858,15,28,Superfast,288,None,No,,Confirmed
PNR0000000215,46103,04/04/25,Sleeper,Premium Tatkal,UMB,SBC,03/08/24,Waitlisted,5,Senior Citizen,Counter,335,6,15,Express,408,None,Yes,WL117,Not Confirmed
PNR0000000216,34769,05/04/25,,Ladies,BCT,GKP,04/08/24,RAC,2,Child,Mobile App,137,18,24,Rajdhani,387,None,Yes,,Confirmed
PNR0000000217,77348,06/04/25,Sleeper,General,UMB,BCT,05/08/24,RAC,1,Child,Counter,1737,15,3,Express,215,None,No,,Confirmed
PNR0000000218,62901,07/04/25,3AC,,HWH,JU,06/08/24,RAC,2,Child,Mobile App,789,14,9,Rajdhani,368,Defense Quota,No,,Confirmed
PNR0000000219,62976,08/04/25,,Ladies,KOAA,JHS,07/08/24,Waitlisted,4,Child,Mobile App,1330,16,36,Rajdhani,202,Defense Quota,No,WL119,Not Confirmed
PNR0000000220,78244,09/04/25,1AC,Tatkal,MAS,JP,08/08/24,Waitlisted,2,Adult,IRCTC Website,1019,8,19,Shatabdi,,Defense Quota,No,WL124,Not Confirmed
PNR0000000221,22154,10/04/25,3AC,Premium Tatkal,ASR,UMB,09/08/24,RAC,1,Senior Citizen,Counter,1341,6,25,Superfast,458,Senior Citizen,Yes,,Confirmed
PNR0000000222,77737,11/04/25,3AC,Tatkal,KOAA,GKP,10/08/24,RAC,5,Adult,Counter,1596,7,26,Express,449,None,Yes,,Confirmed
PNR0000000223,61252,12/04/25,,Tatkal,ASR,KOAA,11/08/24,Waitlisted,3,Child,IRCTC Website,225,8,44,Express,175,Defense Quota,No,WL188,Not Confirmed
PNR0000000224,22304,13/04/25,,Ladies,JU,ADI,12/08/24,RAC,1,Child,Counter,1577,18,10,Express,103,Senior Citizen,No,,Confirmed
PNR0000000225,64966,14/04/25,3AC,Tatkal,UMB,HWH,08-13-2024,Confirmed,2,Child,Mobile App,308,4,24,Superfast,65,Senior Citizen,Yes,,Confirmed
PNR0000000226,78421,15/04/25,,General,MMCT,GKP,08-14-2024,RAC,5,Child,IRCTC Website,1360,17,26,Rajdhani,224,None,Yes,,Confirmed
PNR0000000227,87103,16/04/25,Sleeper,Tatkal,NDLS,HWH,15/08/24,Waitlisted,5,Adult,IRCTC Website,300,9,5,RajdhVni,288,None,No,WL102,Not Confirmed
PNR0000000228,48650,17/04/25,Sleeper,Premium Tatkal,UMB,GKP,16/08/24,RAC,5,Child,IRCTC Website,1372,12,15,Express,269,None,No,,Confirmed
PNR0000000229,63723,18/04/25,2AC,General,MMCT,MMCT,17/08/24,RAC,4,Adult,Counter,759,7,20,Shatabdi,283,Defense Quota,Yes,,Confirmed
PNR0000000230,58834,19/04/25,2AC,Tatkal,HWH,MAS,18/08/24,Confirmed,4,Senior Citizen,Mobile App,398,9,45,Rajdhani,440,Defense Quota,Yes,,Confirmed
PNR0000000231,80327,20/04/25,Sleeper,General,BBS,CNB,19/08/24,Confirmed,2,Senior Citizen,Mobile App,640,14,10,Shatabdi,403,Senior Citizen,Yes,,Confirmed
PNR0000000232,11984,21/04/25,Sleeper,Tatkal,LKO,SC,20/08/24,Confirmed,1,Senior Citizen,Mobile App,1973,2,43,Superfast,196,Defense Quota,No,,Confirmed
PNR0000000233,68041,22/04/25,2AC,Premium Tatkal,JHS,JHS,21/08/24,RAC,1,Senior Citizen,Mobile App,1652,4,34,Shatabdi,,Defense Quota,No,,Confirmed
PNR0000000234,21557,23/04/25,1AC,,SC,JU,22/08/24,RAC,2,Adult,Mobile App,1237,8,29,Rajdhani,247,None,No,,Confirmed
PNR0000000235,88872,24/04/25,3AC,Premium Tatkal,JU,LKO,23/08/24,RAC,1,Adult,,910,13,40,Rajdhani,154,Senior Citizen,No,,Confirmed
PNR0000000236,40884,25/04/25,1AC,General,LTT,LTT,24/08/24,Confirmed,1,Child,Mobile App,316,7,46,Express,446,Defense Quota,No,,Confirmed
PNR0000000237,16728,26/04/25,Sleeper,General,MAS,ASR,25/08/24,Confirmed,4,Child,Counter,767,19,31,Rajdhani,126,None,No,,Confirmed
PNR0000000238,85972,27/04/25,2AC,Ladies,BSB,BBS,08-26-2024,RAC,4,Senior Citizen,IRCTC Website,1758,2,12,Superfast,397,None,No,,Confirmed
PNR0000000239,76586,28/04/25,Sleeper,Tatkal,HWH,BCT,27/08/24,Confirmed,3,Child,Mobile App,1564,17,9,Superfast,295,Defense Quota,No,,Confirmed
PNR0000000240,61735,29/04/25,2AC,Premium Tatkal,HWH,ASR,28/08/24,RAC,4,Adult,Counter,1209,7,27,Superfast,404,Senior Citizen,Yes,,Confirmed
PNR0000000241,56186,30/04/25,3AC,,BSB,CSMT,29/08/24,Waitlisted,4,Child,IRCTC Website,1973,10,16,Express,,None,No,WL109,Not Confirmed
PNR0000000242,11666,01/05/25,1AC,Ladies,JHS,MAS,30/08/24,Confirmed,5,Senior Citizen,Mobile App,1089,9,4,Shatabdi,337,Senior Citizen,No,,Confirmed
PNR0000000243,12056,02/05/25,2AC,Premium Tatkal,CNB,CNB,31/08/24,Waitlisted,4,Child,Counter,1876,16,21,Rajdhani,191,None,No,WL067,Not Confirmed
PNR0000000244,67004,03/05/25,,Tatkal,MMCT,LKO,01/09/24,Waitlisted,2,Senior Citizen,IRCTC Website,1499,11,22,Express,413,Defense Quota,Yes,WL102,Not Confirmed
PNR0000000245,73867,05/04/25,2AC,Ladies,BBS,NJP,02/09/24,RAC,2,Senior Citizen,IRCTC Website,456,2,35,Shatabdi,296,Senior Citizen,No,,Confirmed
PNR0000000246,63184,05/05/25,3AC,Premium Tatkal,BCT,UMB,03/09/24,Waitlisted,2,Adult,Mobile App,335,2,7,Express,204,Defense Quota,Yes,WL109,Not Confirmed
PNR0000000247,34353,06/05/25,Sleeper,General,SBC,LKO,04/09/24,RAC,2,Senior Citizen,,1618,17,38,Superfast,467,None,No,,Confirmed
PNR0000000248,81843,07/05/25,Sleeper,Tatkal,LKO,CNB,05/09/24,RAC,1,Senior Citizen,Mobile App,308,4,13,Rajdhani,461,None,No,,Confirmed
PNR0000000249,10356,08/05/25,3AC,Ladies,UMB,KOAA,06/09/24,RAC,4,Adult,IRCTC Website,1162,7,45,Rajdhani,431,None,No,,Confirmed
PNR0000000250,84994,09/05/25,2AC,Tatkal,BSB,SC,07/09/24,RAC,4,Senior Citizen,Counter,1963,12,19,Rajdhani,143,None,No,,Confirmed
PNR0000000251,21065,10/05/25,3AC,Tatkal,UMB,UMB,08/09/24,Waitlisted,5,Senior Citizen,IRCTC Website,1430,18,12,Superfast,345,None,Yes,WL087,Not Confirmed
PNR0000000252,40984,11/05/25,2AC,Tatkal,ASR,BSB,09/09/24,Waitlisted,1,Adult,Counter,1697,14,6,Express,,Defense Quota,No,WL020,Not Confirmed
PNR0000000253,63123,12/05/25,2AC,Tatkal,JU,JU,10/09/24,Confirmed,3,Senior Citizen,IRCTC Website,556,13,7,Superfast,238,Defense Quota,No,,Confirmed
PNR0000000254,63908,13/05/25,3AC,Ladies,BCT,JP,11/09/24,Waitlisted,5,Senior Citizen,Mobile App,60,19,11,Shatabdi,402,Senior Citizen,Yes,WL019,Not Confirmed
PNR0000000255,78321,14/05/25,3AC,Tatkal,JHS,JU,12/09/24,Confirmed,3,Adult,Mobile App,249,8,29,Shatabdi,483,Senior Citizen,Yes,,Confirmed
PNR0000000256,82282,15/05/25,2AC,General,HWH,KOAA,13/09/24,Confirmed,2,Adult,,62,14,13,Shatabdi,119,Senior Citizen,Yes,,Confirmed
PNR0000000257,36524,16/05/25,2AC,General,ASR,SC,14/09/24,Waitlisted,1,Adult,,51,12,11,Rajdhani,54,Defense Quota,Yes,WL013,Not Confirmed
PNR0000000258,20122,17/05/25,3AC,Tatkal,MMCT,JU,15/09/24,RAC,1,Senior Citizen,Counter,1045,18,8,Superfast,429,Defense Quota,No,,Confirmed
PNR0000000259,60349,18/05/25,2AC,Tatkal,MMCT,MMCT,16/09/24,RAC,3,Senior Citizen,Mobile App,894,19,34,Shatabdi,436,Defense Quota,No,,Confirmed
PNR0000000260,80282,19/05/25,,Premium Tatkal,MMCT,BCT,17/09/24,RAC,2,Senior Citizen,Mobile App,561,4,36,Rajdhani,,Senior Citizen,No,,Confirmed
PNR0000000261,75987,20/05/25,3AC,General,PNBE,JHS,18/09/24,Confirmed,4,Child,Counter,1097,17,40,Rajdhani,,None,No,,Confirmed
PNR0000000262,57995,05-21-2025,3AC,Premium Tatkal,MAS,BSB,19/09/24,RAC,2,Adult,IRCTC Website,546,8,2,Express,209,Senior Citizen,Yes,,Confirmed
PNR0000000263,10669,22/05/25,2AC,General,JHS,BCT,20/09/24,Waitlisted,2,Senior Citizen,IRCTC Website,1787,12,13,Rajdhani,6,Senior Citizen,No,WL126,Not Confirmed
PNR0000000264,96037,23/05/25,3AC,Premium Tatkal,KOAA,JHS,21/09/24,Confirmed,2,Child,,1916,10,38,Rajdhani,256,Defense Quota,Yes,,Confirmed
PNR0000000265,69249,24/05/25,3AC,Ladies,KOAA,BSB,22/09/24,Confirmed,2,Adult,IRCTC Website,847,5,42,Shatabdi,342,None,No,,Confirmed
PNR0000000266,97108,25/05/25,1AC,Premium Tatkal,LTT,UMB,23/09/24,Confirmed,3,Adult,,332,15,2,Rajdhani,124,None,Yes,,Confirmed
PNR0000000267,93484,26/05/25,,Premium Tatkal,JU,JU,24/09/24,Confirmed,5,Senior Citizen,IRCTC Website,752,16,13,Express,480,Senior Citizen,No,,Confirmed
PNR0000000268,52030,05-27-2025,1AC,General,HWH,ASR,25/09/24,RAC,3,Adult,IRCTC Website,1348,6,27,Superfast,,Senior Citizen,No,,Confirmed
PNR0000000269,18309,28/05/25,,Tatkal,BBS,NJP,26/09/24,Waitlisted,2,Child,Mobile App,1855,2,34,Express,260,Defense Quota,No,WL138,Not Confirmed
PNR0000000270,69515,05-29-2025,Sleeper,General,MAS,MAS,27/09/24,RAC,2,Child,Mobile App,886,17,42,Shatabdi,459,Defense Quota,Yes,,Confirmed
PNR0000000271,93794,30/05/25,1AC,,ADI,KOAA,28/09/24,Confirmed,4,Child,Mobile App,166,13,10,Express,302,Senior Citizen,No,,Confirmed
PNR0000000272,55166,31/05/25,1AC,Tatkal,SBC,MAS,29/09/24,Waitlisted,4,Adult,Counter,805,10,24,Superfast,464,Senior Citizen,Yes,WL160,Not Confirmed
PNR0000000273,42844,01/06/25,3AC,General,MMCT,NJP,30/09/24,Confirmed,3,Senior Citizen,Mobile App,1400,14,40,Express,111,Defense Quota,No,,Confirmed
PNR0000000274,41477,02/06/25,3AC,Tatkal,JU,MAS,01/10/24,Confirmed,5,Adult,Counter,1991,2,4,Express,,Senior Citizen,No,,Confirmed
PNR0000000275,58299,03/06/25,1AC,,NJP,SBC,02/10/24,Waitlisted,4,Child,Mobile App,1467,17,29,Rajdhani,55,Senior Citizen,Yes,WL106,Not Confirmed
PNR0000000276,91827,04/06/25,2AC,Premium Tatkal,NJP,NJP,03/10/24,RAC,1,Adult,Counter,837,11,40,Superfast,304,Senior Citizen,No,,Confirmed
PNR0000000277,23657,05/06/25,,General,MMCT,LTT,04/10/24,Confirmed,1,Child,IRCTC Website,372,4,46,Rajdhani,37,Defense Quota,No,,Confirmed
PNR0000000278,44488,06/06/25,2AC,Tatkal,ASR,NJP,10/05/24,RAC,5,Adult,Mobile App,1728,14,26,Qxpress,,Senior Citizen,No,,Confirmed
PNR0000000279,92950,07/06/25,,Ladies,LKO,ADI,06/10/24,Waitlisted,4,Child,Counter,777,4,17,Express,182,None,Yes,WL041,Not Confirmed
PNR0000000280,76143,08/06/25,3AC,General,JP,PNBE,07/10/24,RAC,2,Senior Citizen,,970,8,10,Express,187,None,Yes,,Confirmed
PNR0000000281,51333,09/06/25,1AC,Tatkal,ADI,MMCT,08/10/24,Waitlisted,4,Adult,,1355,10,10,Mhatabdi,383,Defense Quota,Yes,,Not Confirmed
PNR0000000282,27221,10/06/25,3AC,General,BSB,SC,09/10/24,RAC,3,Child,Mobile App,195,2,13,Superfast,311,None,Yes,,Confirmed
PNR0000000283,42744,11/06/25,2AC,General,ASR,HWH,10/10/24,Confirmed,4,Adult,IRCTC Website,1528,3,18,Superfast,394,None,Yes,,Confirmed
PNR0000000284,41839,12/06/25,1AC,General,KOAA,BSB,11/10/24,RAC,5,Senior Citizen,Counter,871,9,14,Rajdhani,192,Senior Citizen,Yes,,Confirmed
PNR0000000285,19400,13/06/25,Sleeper,General,LTT,LKO,12/10/24,Waitlisted,3,Adult,Counter,1072,17,28,Rajdhani,417,None,Yes,WL042,Not Confirmed
PNR0000000286,83383,14/06/25,1AC,Tatkal,ASR,UMB,13/10/24,RAC,4,Adult,Mobile App,1811,12,19,Superfast,409,Senior Citizen,Yes,,Confirmed
PNR0000000287,51626,15/06/25,Sleeper,Ladies,HWH,LKO,14/10/24,Confirmed,2,Senior Citizen,Mobile App,1371,14,39,Rajdhani,405,Defense Quota,No,,Confirmed
PNR0000000288,64229,16/06/25,Sleeper,General,BSB,BSB,15/10/24,Confirmed,5,Senior Citizen,IRCTC Website,1463,18,14,Express,118,Defense Quota,No,,Confirmed
PNR0000000289,83590,17/06/25,3AC,Premium Tatkal,PNBE,LTT,16/10/24,Waitlisted,1,Senior Citizen,,1657,11,5,Express,,None,Yes,WL040,Not Confirmed
PNR0000000290,54558,18/06/25,2AC,Premium Tatkal,PNBE,JP,17/10/24,Waitlisted,2,Adult,Mobile App,1729,11,37,Rajdhani,,None,No,,Not Confirmed
PNR0000000291,29178,19/06/25,1AC,General,JU,CSMT,18/10/24,Waitlisted,5,Child,Counter,1748,5,39,Express,34,Senior Citizen,No,WL048,Not Confirmed
PNR0000000292,19705,20/06/25,3AC,Premium Tatkal,MMCT,UMB,19/10/24,RAC,3,Senior Citizen,IRCTC Website,1606,6,35,Rajdhani,475,Defense Quota,No,,Confirmed
PNR0000000293,91884,21/06/25,2AC,,PNBE,BCT,20/10/24,Waitlisted,2,Senior Citizen,,1960,18,10,Express,262,None,No,WL119,Not Confirmed
PNR0000000294,78230,22/06/25,,Tatkal,HWH,LTT,21/10/24,RAC,5,Child,Counter,327,14,33,Superfast,223,None,Yes,,Confirmed
PNR0000000295,44156,23/06/25,,Tatkal,NDLS,MAS,22/10/24,RAC,2,Child,,700,10,6,Rajdhani,288,None,No,,Confirmed
PNR0000000296,89225,24/06/25,2AC,,BSB,SC,23/10/24,Confirmed,4,Adult,Mobile App,1539,17,29,RajdhaKi,419,Defense Quota,No,,Confirmed
PNR0000000297,36789,25/06/25,2AC,Premium Tatkal,UMB,CNB,24/10/24,Waitlisted,1,Adult,Mobile App,434,5,38,Shatabdi,147,None,No,WL168,Not Confirmed
PNR0000000298,46224,26/06/25,2AC,Ladies,JHS,GKP,25/10/24,Confirmed,1,Senior Citizen,Counter,1044,18,13,Superfast,161,Senior Citizen,Yes,,Confirmed
PNR0000000299,69403,27/06/25,2AC,,ADI,PNBE,26/10/24,Waitlisted,5,Adult,IRCTC Website,1923,7,45,Shatabdi,90,None,Yes,WL199,Not Confirmed
PNR0000000300,75562,28/06/25,3AC,Tatkal,BBS,SBC,27/10/24,Confirmed,4,Child,Mobile App,638,13,47,Superfast,151,Senior Citizen,No,,Confirmed
PNR0000000301,40489,29/06/25,2AC,Ladies,NJP,MAS,28/10/24,Waitlisted,3,Senior Citizen,,1243,3,31,Superfast,,Defense Quota,Yes,WL047,Not Confirmed
PNR0000000302,16726,30/06/25,3AC,Tatkal,CSMT,JU,29/10/24,RAC,2,Adult,Counter,774,7,26,Rajdhani,352,Senior Citizen,No,,Confirmed
PNR0000000303,15970,01/07/25,2AC,,ASR,CNB,10-30-2024,RAC,3,Adult,Counter,537,3,28,Shatabdi,220,None,Yes,,Confirmed
PNR0000000304,48067,02/07/25,2AC,Ladies,UMB,KOAA,31/10/24,Confirmed,4,Senior Citizen,,1436,6,26,Express,120,Defense Quota,Yes,,Confirmed
PNR0000000305,43173,03/07/25,3AC,,LTT,CSGT,01/11/24,Waitlisted,2,Child,,1797,3,17,Shatabdi,,Defense Quota,No,WL176,Not Confirmed
PNR0000000306,84489,04/07/25,1AC,Ladies,UMB,SBC,11/02/24,Waitlisted,1,Child,IRCTC Website,108,7,33,Shatabdi,280,Defense Quota,Yes,WL096,Not Confirmed
PNR0000000307,79505,05/07/25,2AC,General,MAS,HWH,03/11/24,RAC,3,Adult,Mobile App,805,10,21,Express,271,Senior Citizen,No,,Confirmed
PNR0000000308,17541,06/07/25,1AC,Tatkal,KOAA,UMB,04/11/24,RAC,2,Adult,IRCTC Website,1067,14,38,Express,323,Defense Quota,No,,Confirmed
PNR0000000309,88485,07/07/25,3AC,Ladies,JU,CSMT,05/11/24,Confirmed,2,Adult,,1714,2,14,RajdhaLi,202,Defense Quota,Yes,,Confirmed
